trainid,trainno,stationcode,blocksection,distance,arrivaltime,departuretime,05:59:00,06:00:00
610614,16093,SRUR,SRUR-MKDI,1350.29,77160,77160,,
610614,16093,MKDI,MKDI-WIRR,1339.29,77640,77640,,
610614,16093,WIRR,WIRR-VHGN,1326.29,78120,78120,,
610614,16093,VHGN,VHGN-MAGH,1317.29,78540,78540,,
610614,16093,MAGH,MAGH-BPQ,1308.68,79380,79380,,
610614,16093,BPQ,BPQ-GNVR,1299.17,81600,82200,,
610614,16093,GNVR,GNVR-BUPH,1293.97,82680,82680,,
610614,16093,BUPH,BUPH-CD,1290.19,83040,83040,,
610614,16093,CD,CD-VVKN,1285.28,83340,83520,,
610614,16093,VVKN,VVKN-CPW,1279.64,83820,83820,,
610614,16093,CPW,CPW-TAE,1278.64,84000,84000,,
610614,16093,TAE,TAE-BUX,1270.64,84360,84360,,
610614,16093,BUX,BUX-MJRI,1260.91,84720,84720,,
610614,16093,MJRI,MJRI-WRR,1251.31,85200,85320,,
610614,16093,WRR,WRR-CKNI,1239.06,85980,87180,,
610614,16093,CKNI,CKNI-NGI,1228.81,87600,87600,,
610614,16093,NGI,NGI-YNA,1216.6,88140,88140,,
610614,16093,YNA,YNA-HGT,1206.29,88560,88560,,
610614,16093,HGT,HGT-WG,1201.21,88980,89100,,
610614,16093,WG,WG-SNN,1192.42,89580,89580,,
610614,16093,SNN,SNN-BPK,1183.99,89820,89820,,
610614,16093,BPK,BPK-CHJC,1177.3,90420,90420,,
610614,16093,CHJC,CHJC-SEGM,1170.72,90780,90780,,
610614,16093,SEGM,SEGM-VADR,1164.17,91620,91740,,
610614,16093,VADR,VADR-SLOR,1159.85,91920,91920,,
610614,16093,SLOR,SLOR-TGP,1152.41,92280,92280,,
610614,16093,TGP,TGP-SNI,1142.44,92640,92640,,
610614,16093,SNI,SNI-BOK,1133.9,92940,92940,,
610614,16093,BOK,BOK-BTBR,1123.31,93360,93360,,
610614,16093,BTBR,BTBR-GMG,1115.39,93720,93720,,
610614,16093,GMG,GMG-KRI,1106.59,94020,94020,,
610614,16093,KRI,KRI-AJNI,1100.11,94260,94260,,
610614,16093,AJNI,AJNI-NGP,1090.87,94500,94500,,
610614,16093,NGP,NGP-GNQ,1087.95,95700,96300,,
610614,16093,GNQ,GNQ-BWRA,1081.4,97080,97080,,
610614,16093,BWRA,BWRA-KSWR,1075.14,97320,97320,,
610614,16093,KSWR,KSWR-KOHL,1064.36,97740,97740,,
610614,16093,KOHL,KOHL-SNKB,1052.68,98160,98160,,
610614,16093,SNKB,SNKB-MER,1043.87,98520,98520,,
610614,16093,MER,MER-KATL,1036.76,98880,98880,,
610614,16093,KATL,KATL-KLBA,1027.53,99240,99240,,
610614,16093,KLBA,KLBA-TNH,1017.48,99600,99600,,
610614,16093,TNH,TNH-NRKR,1009.35,99900,99900,,
610614,16093,NRKR,NRKR-DDMT,1002.42,100200,100200,,
610614,16093,DDMT,DDMT-PAR,992.8,100620,100620,,
610614,16093,PAR,PAR-TEO,984.2,101100,101220,,
610614,16093,TEO,TEO-GDKP,975.26,101760,102000,,
610614,16093,GDKP,GDKP-CCD,966.67,102540,102540,,
610614,16093,CCD,CCD-HTN,957.67,103140,103320,,
610614,16093,HTN,HTN-MTY,951.77,103680,103680,,
610614,16093,MTY,MTY-JKR,942.51,104100,105120,,
610614,16093,JKR,JKR-AMLA,931.34,105660,105660,,
610614,16093,AMLA,AMLA-BYS,919.45,106920,107040,,
610614,16093,BYS,BYS-MALK,909.65,107520,107520,,
610614,16093,MALK,MALK-BZU,903,107820,107820,,
610614,16093,BZU,BZU-MJY,896.66,108240,108420,,
610614,16093,MJY,MJY-DHQ,887.97,109020,109020,,
610614,16093,DHQ,DHQ-GDYA,875.22,110040,110040,,
610614,16093,GDYA,GDYA-BBTR,860.15,110700,110820,,
610614,16093,BBTR,BBTR-MGRD,848.29,111360,111360,,
610614,16093,MGRD,MGRD-DOH,842.11,111600,111600,,
610614,16093,DOH,DOH-POX,837.43,111780,111780,,
610614,16093,POX,POX-KQE,829.47,112080,112080,,
610614,16093,KQE,KQE-SAHL,822.83,112320,112320,,
610614,16093,SAHL,SAHL-TAKU,816.56,112560,112560,,
610614,16093,TAKU,TAKU-KSLA,812.36,113820,113820,,
610614,16093,KSLA,KSLA-KRTH,806.47,114060,114060,,
610614,16093,KRTH,KRTH-JUH,800.58,114360,114360,,
610614,16093,JUH,JUH-ET,792.53,114960,114960,,
610614,16093,ET,ET-PRKD,789.92,115500,116700,,
610614,16093,PRKD,PRKD-HBD,781.31,117300,117300,,
610614,16093,HBD,HBD-BNI,772.19,117660,117660,,
610614,16093,BNI,BNI-MIG,765.01,118320,118320,,
610614,16093,MIG,MIG-CHQ,758.23,119100,119100,,
610614,16093,CHQ,CHQ-BKA,752.05,119460,119460,,
610614,16093,BKA,BKA-ODG,745.62,119880,119880,,
610614,16093,ODG,ODG-ITKL,734.09,120300,120300,,
610614,16093,ITKL,ITKL-MDDP,726.03,120720,120720,,
610614,16093,MDDP,MDDP-MSO,720.61,121080,121080,,
610614,16093,MSO,MSO-HBJ,710.31,121560,121560,,
610614,16093,HBJ,HBJ-BPL,704.3,122100,122100,,
610614,16093,BPL,BPL-NSZ,698.27,122700,123000,,
610614,16093,NSZ,NSZ-SUW,696.75,123300,123300,,
610614,16093,SUW,SUW-BVB,687.15,123660,123660,,
610614,16093,BVB,BVB-DWG,679.62,123960,123960,,
610614,16093,DWG,DWG-SMT,670.83,124260,124260,,
610614,16093,SMT,SMT-SCI,661.39,124620,124620,,
610614,16093,SCI,SCI-BHS,654.16,125100,125100,,
610614,16093,BHS,BHS-SORI,645,125640,125640,,
610614,16093,SORI,SORI-SUMR,639.48,125820,125820,,
610614,16093,SUMR,SUMR-GLG,631.15,126120,126120,,
610614,16093,GLG,GLG-PAI,623.77,126420,126420,,
610614,16093,PAI,PAI-BAQ,614.23,126900,126900,,
610614,16093,BAQ,BAQ-BET,605.53,127680,127680,,
610614,16093,BET,BET-CLHT,595.64,128220,128220,,
610614,16093,CLHT,CLHT-KAH,591.05,128580,128580,,
610614,16093,KAH,KAH-MABA,586.03,129000,129000,,
610614,16093,MABA,MABA-KIKA,577.23,129660,129660,,
610614,16093,KIKA,KIKA-BINA,569.33,130260,130260,,
610614,16093,BINA,BINA-AGD,559.9,132000,132300,,
610614,16093,AGD,AGD-KOA,551.88,132900,132900,,
610614,16093,KOA,KOA-MXS,540.21,133320,133320,,
610614,16093,MXS,MXS-DUA,533.93,133560,133560,,
610614,16093,DUA,DUA-JLN,525.38,133860,133860,,
610614,16093,JLN,JLN-JRO,513.82,134280,134280,,
610614,16093,JRO,JRO-LAR,506.8,134520,134520,,
610614,16093,LAR,LAR-DWA,497.24,134940,135060,,
610614,16093,DWA,DWA-JHA,486.91,135600,135600,,
610614,16093,JHA,JHA-BJA,477,135960,135960,,
610614,16093,BJA,BJA-DLA,468.26,136260,136260,,
610614,16093,DLA,DLA-TBT,463.22,136440,136440,,
610614,16093,TBT,TBT-MZX,457.64,136620,136620,,
610614,16093,MZX,MZX-BZY,452.56,136800,136800,,
610614,16093,BZY,BZY-BPW,444.68,137100,137100,,
610614,16093,BPW,BPW-BAB,437.07,137340,137340,,
610614,16093,BAB,BAB-KHJ,432.68,137520,137520,,
610614,16093,KHJ,KHJ-BJI,424.5,137820,137820,,
610614,16093,BJI,BJI-JHSA,415.81,138120,138120,,
610614,16093,JHSA,JHSA-JHS,410.85,139380,139380,,
610614,16093,JHS,,407.33,139500,140100,,
610617,11061,ET,,789.92,86700,87300,,
610622,12437,KZJE,KZJE-KMPT,1530.94,54300,54300,,
610622,12437,KMPT,KMPT-HSP,1526.21,54720,54720,,
610622,12437,HSP,HSP-OPL,1519.95,55020,55020,,
610622,12437,OPL,OPL-JMKT,1508.18,55380,55380,,
610622,12437,JMKT,JMKT-BGSF,1496.2,55740,55740,,
610622,12437,BGSF,BGSF-PTKP,1490.2,55980,55980,,
610622,12437,PTKP,PTKP-OEA,1480.2,56340,56340,,
610622,12437,OEA,OEA-KOLR,1477.2,56400,56400,,
610622,12437,KOLR,KOLR-KYOP,1472.2,56640,56640,,
610622,12437,KYOP,KYOP-PDPL,1467.2,56760,56760,,
610622,12437,PDPL,PDPL-RGPM,1459.2,57060,57060,,
610622,12437,RGPM,RGPM-RDM,1451.2,57360,57360,,
610622,12437,RDM,RDM-PPZ,1441.2,57660,57660,,
610622,12437,PPZ,PPZ-MCI,1436.2,57840,57840,,
610622,12437,MCI,MCI-RVKH,1427.2,58200,58200,,
610622,12437,RVKH,RVKH-MMZ,1420.2,58380,58380,,
610622,12437,MMZ,MMZ-BPA,1416.2,58560,58560,,
610622,12437,BPA,BPA-RECH,1406.87,59520,59520,,
610622,12437,RECH,RECH-RLW,1396.37,59880,59880,,
610622,12437,RLW,RLW-ASAF,1390.23,60120,60120,,
610622,12437,ASAF,ASAF-RLT,1382.64,60360,60360,,
610622,12437,RLT,RLT-SKZR,1375.26,60600,60600,,
610622,12437,SKZR,SKZR-VEM,1368.29,60840,60840,,
610622,12437,VEM,VEM-SRUR,1360.29,61140,61140,,
610622,12437,SRUR,SRUR-MKDI,1350.29,61440,61440,,
610622,12437,MKDI,MKDI-WIRR,1339.29,61860,61860,,
610622,12437,WIRR,WIRR-VHGN,1326.29,62280,62280,,
610622,12437,VHGN,VHGN-MAGH,1317.29,62580,62580,,
610622,12437,MAGH,MAGH-BPQ,1308.68,62820,62820,,
610622,12437,BPQ,BPQ-GNVR,1299.17,64200,64800,,
610622,12437,GNVR,GNVR-BUPH,1293.97,65160,65160,,
610622,12437,BUPH,BUPH-CD,1290.19,65520,65520,,
610622,12437,CD,CD-VVKN,1285.28,65760,65760,,
610622,12437,VVKN,VVKN-CPW,1279.64,65940,65940,,
610622,12437,CPW,CPW-TAE,1278.64,66120,66120,,
610622,12437,TAE,TAE-BUX,1270.64,66360,66360,,
610622,12437,BUX,BUX-MJRI,1260.91,66660,66660,,
610622,12437,MJRI,MJRI-WRR,1251.31,67020,67020,,
610622,12437,WRR,WRR-CKNI,1239.06,67560,67560,,
610622,12437,CKNI,CKNI-NGI,1228.81,67920,67920,,
610622,12437,NGI,NGI-YNA,1216.6,68280,68280,,
610622,12437,YNA,YNA-HGT,1206.29,68640,68640,,
610622,12437,HGT,HGT-WG,1201.21,68880,68880,,
610622,12437,WG,WG-SNN,1192.42,69180,69180,,
610622,12437,SNN,SNN-BPK,1183.99,69420,69420,,
610622,12437,BPK,BPK-CHJC,1177.3,69660,69660,,
610622,12437,CHJC,CHJC-SEGM,1170.72,69960,69960,,
610622,12437,SEGM,SEGM-VADR,1164.17,71040,71040,,
610622,12437,VADR,VADR-SLOR,1159.85,71160,71160,,
610622,12437,SLOR,SLOR-TGP,1152.41,71400,71400,,
610622,12437,TGP,TGP-SNI,1142.44,71700,71700,,
610622,12437,SNI,SNI-BOK,1133.9,71940,71940,,
610622,12437,BOK,BOK-BTBR,1123.31,72360,72360,,
610622,12437,BTBR,BTBR-GMG,1115.39,72660,72660,,
610622,12437,GMG,GMG-KRI,1106.59,72960,72960,,
610622,12437,KRI,KRI-AJNI,1100.11,73200,73200,,
610622,12437,AJNI,AJNI-NGP,1090.87,73440,73440,,
610622,12437,NGP,NGP-GNQ,1087.95,74400,75000,,
610622,12437,GNQ,GNQ-BWRA,1081.4,75780,75780,,
610622,12437,BWRA,BWRA-KSWR,1075.14,76020,76020,,
610622,12437,KSWR,KSWR-KOHL,1064.36,76380,76380,,
610622,12437,KOHL,KOHL-SNKB,1052.68,76800,76800,,
610622,12437,SNKB,SNKB-MER,1043.87,77100,77100,,
610622,12437,MER,MER-KATL,1036.76,77400,77400,,
610622,12437,KATL,KATL-KLBA,1027.53,77700,77700,,
610622,12437,KLBA,KLBA-TNH,1017.48,78060,78060,,
610622,12437,TNH,TNH-NRKR,1009.35,78360,78360,,
610622,12437,NRKR,NRKR-DDMT,1002.42,78600,78600,,
610622,12437,DDMT,DDMT-PAR,992.8,78960,78960,,
610622,12437,PAR,PAR-TEO,984.2,79320,79320,,
610622,12437,TEO,TEO-GDKP,975.26,79680,79680,,
610622,12437,GDKP,GDKP-CCD,966.67,80160,80160,,
610622,12437,CCD,CCD-HTN,957.67,80760,80760,,
610622,12437,HTN,HTN-MTY,951.77,81060,81060,,
610622,12437,MTY,MTY-JKR,942.51,81420,81420,,
610622,12437,JKR,JKR-AMLA,931.34,81780,81780,,
610622,12437,AMLA,AMLA-BYS,919.45,82200,82200,,
610622,12437,BYS,BYS-MALK,909.65,82560,82560,,
610622,12437,MALK,MALK-BZU,903,82800,82800,,
610622,12437,BZU,BZU-MJY,896.66,83040,83040,,
610622,12437,MJY,MJY-DHQ,887.97,83400,83400,,
610622,12437,DHQ,DHQ-GDYA,875.22,84420,84420,,
610622,12437,GDYA,GDYA-BBTR,860.15,84960,84960,,
610622,12437,BBTR,BBTR-MGRD,848.29,85320,85320,,
610622,12437,MGRD,MGRD-DOH,842.11,85500,85500,,
610622,12437,DOH,DOH-POX,837.43,85680,85680,,
610622,12437,POX,POX-KQE,829.47,85980,85980,,
610622,12437,KQE,KQE-SAHL,822.83,86220,86220,,
610622,12437,SAHL,SAHL-TAKU,816.56,86400,86400,,
610622,12437,TAKU,TAKU-KSLA,812.36,86580,86580,,
610622,12437,KSLA,KSLA-KRTH,806.47,87780,87780,,
610622,12437,KRTH,KRTH-JUH,800.58,88020,88020,,
610622,12437,JUH,JUH-ET,792.53,88320,88320,,
610622,12437,ET,ET-PRKD,789.92,89700,89700,,
610622,12437,PRKD,PRKD-HBD,781.31,90300,90300,,
610622,12437,HBD,HBD-BNI,772.19,90660,90660,,
610622,12437,BNI,BNI-MIG,765.01,91020,91020,,
610622,12437,MIG,MIG-CHQ,758.23,91800,91800,,
610622,12437,CHQ,CHQ-BKA,752.05,92160,92160,,
610622,12437,BKA,BKA-ODG,745.62,92580,92580,,
610622,12437,ODG,ODG-ITKL,734.09,93000,93000,,
610622,12437,ITKL,ITKL-MDDP,726.03,93420,93420,,
610622,12437,MDDP,MDDP-MSO,720.61,93720,93720,,
610622,12437,MSO,MSO-HBJ,710.31,94200,94200,,
610622,12437,HBJ,HBJ-BPL,704.3,94440,94440,,
610622,12437,BPL,BPL-NSZ,698.27,95100,95700,,
610622,12437,NSZ,NSZ-SUW,696.75,95940,95940,,
610622,12437,SUW,SUW-BVB,687.15,96240,96240,,
610622,12437,BVB,BVB-DWG,679.62,96480,96480,,
610622,12437,DWG,DWG-SMT,670.83,96780,96780,,
610622,12437,SMT,SMT-SCI,661.39,97080,97080,,
610622,12437,SCI,SCI-BHS,654.16,97320,97320,,
610622,12437,BHS,BHS-SORI,645,97620,97620,,
610622,12437,SORI,SORI-SUMR,639.48,97800,97800,,
610622,12437,SUMR,SUMR-GLG,631.15,98040,98040,,
610622,12437,GLG,GLG-PAI,623.77,98280,98280,,
610622,12437,PAI,PAI-BAQ,614.23,98580,98580,,
610622,12437,BAQ,BAQ-BET,605.53,99000,99000,,
610622,12437,BET,BET-CLHT,595.64,99480,99480,,
610622,12437,CLHT,CLHT-KAH,591.05,99780,99780,,
610622,12437,KAH,KAH-MABA,586.03,100080,100080,,
610622,12437,MABA,MABA-KIKA,577.23,100500,100500,,
610622,12437,KIKA,KIKA-BINA,569.33,100920,100920,,
610622,12437,BINA,BINA-AGD,559.9,101400,101400,,
610622,12437,AGD,AGD-KOA,551.88,102120,102120,,
610622,12437,KOA,KOA-MXS,540.21,102480,102480,,
610622,12437,MXS,MXS-DUA,533.93,102660,102660,,
610622,12437,DUA,DUA-JLN,525.38,102900,102900,,
610622,12437,JLN,JLN-JRO,513.82,103260,103260,,
610622,12437,JRO,JRO-LAR,506.8,103440,103440,,
610622,12437,LAR,LAR-DWA,497.24,103740,103740,,
610622,12437,DWA,DWA-JHA,486.91,104040,104040,,
610622,12437,JHA,JHA-BJA,477,104340,104340,,
610622,12437,BJA,BJA-DLA,468.26,104580,104580,,
610622,12437,DLA,DLA-TBT,463.22,104700,104700,,
610622,12437,TBT,TBT-MZX,457.64,104880,104880,,
610622,12437,MZX,MZX-BZY,452.56,105000,105000,,
610622,12437,BZY,BZY-BPW,444.68,105240,105240,,
610622,12437,BPW,BPW-BAB,437.07,105480,105480,,
610622,12437,BAB,BAB-KHJ,432.68,105600,105600,,
610622,12437,KHJ,KHJ-BJI,424.5,105840,105840,,
610622,12437,BJI,BJI-JHSA,415.81,106080,106080,,
610622,12437,JHSA,JHSA-JHS,410.85,106260,106260,,
610622,12437,JHS,JHS-KRQ,407.33,107400,107700,,
610622,12437,KRQ,KRQ-CIRL,395.96,108300,108300,,
610622,12437,CIRL,CIRL-DAA,389.55,108540,108540,,
610622,12437,DAA,DAA-SOR,382.66,108720,108720,,
610622,12437,SOR,SOR-KTRA,371.4,109020,109020,,
610622,12437,KTRA,KTRA-DBA,361.84,109320,109320,,
610622,12437,DBA,DBA-SMTL,352.27,109620,109620,,
610622,12437,SMTL,SMTL-AEH,347.04,109740,109740,,
610622,12437,AEH,AEH-ARI,342.53,109920,109920,,
610622,12437,ARI,ARI-SLV,332.27,110220,110220,,
610622,12437,SLV,SLV-STLI,324.85,110520,110520,,
610622,12437,STLI,STLI-GWL,317.38,110700,110700,,
610622,12437,GWL,GWL-BLNR,308.82,111120,111120,,
610622,12437,BLNR,BLNR-RRU,305.98,111300,111300,,
610622,12437,RRU,RRU-BAO,295.76,111840,111840,,
610622,12437,BAO,BAO-NUB,289.56,112020,112020,,
610622,12437,NUB,NUB-SANK,283.67,112140,112140,,
610622,12437,SANK,SANK-MRA,280,112320,112320,,
610622,12437,MRA,MRA-SIKD,270.33,112620,112620,,
610622,12437,SIKD,SIKD-HET,262.35,112860,112860,,
610622,12437,HET,HET-DHO,256.4,113040,113040,,
610622,12437,DHO,DHO-MIA,242.84,114360,114360,,
610622,12437,MIA,MIA-JJ,230.39,114720,114720,,
610622,12437,JJ,JJ-BHA,216,115200,115200,,
610622,12437,BHA,BHA-AGC,200.66,115680,115680,,
610622,12437,AGC,AGC-RKM,190.38,116220,116220,,
610622,12437,RKM,RKM-BFP,186.5,117360,117360,,
610622,12437,BFP,BFP-RNKA,185.05,117480,117480,,
610622,12437,RNKA,RNKA-KXM,175.98,117720,117720,,
610622,12437,KXM,KXM-DDDM,167,118020,118020,,
610622,12437,DDDM,DDDM-FAR,159,118320,118320,,
610622,12437,FAR,FAR-BAD,155.96,118440,118440,,
610622,12437,BAD,BAD-MTJ,147.27,118680,118680,,
610622,12437,MTJ,MTJ-BTSR,137.05,119100,119100,,
610622,12437,BTSR,BTSR-VRBD,134.64,119280,119280,,
610622,12437,VRBD,VRBD-AJH,127.28,119460,119460,,
610622,12437,AJH,AJH-CHJ,116.24,119760,119760,,
610622,12437,CHJ,CHJ-KSV,106.23,120060,120060,,
610622,12437,KSV,KSV-HDL,96.03,120360,120360,,
610622,12437,HDL,HDL-BNCR,83.73,120780,120780,,
610622,12437,BNCR,BNCR-SHLK,76.73,121020,121020,,
610622,12437,SHLK,SHLK-RDE,73.73,121140,121140,,
610622,12437,RDE,RDE-PWL,63.3,121440,121440,,
610622,12437,PWL,PWL-AST,53.99,121800,121800,,
610622,12437,AST,AST-BVH,42.76,122220,122220,,
610622,12437,BVH,BVH-FDN,32.85,122520,122520,,
610622,12437,FDN,FDN-FDB,28.85,122700,122700,,
610622,12437,FDB,FDB-TKDC,24.84,122880,122880,,
610622,12437,TKDC,TKDC-TKD,20.3,123060,123060,,
610622,12437,TKD,TKD-OKA,14.55,123480,123480,,
610622,12437,OKA,OKA-NZM,10.89,123720,123720,,
610622,12437,NZM,,7.23,124200,124200,,
610623,51151,NRKR,,1002.42,31500,31500,,
610624,51152,NRKR,,1002.42,64800,64800,,
610625,14319,BPL,BPL-NSZ,698.27,78600,81300,,
610625,14319,NSZ,NSZ-SUW,696.75,82200,82200,,
610625,14319,SUW,SUW-BVB,687.15,82560,82560,,
610625,14319,BVB,BVB-DWG,679.62,82860,82860,,
610625,14319,DWG,DWG-SMT,670.83,83160,83160,,
610625,14319,SMT,SMT-SCI,661.39,83520,83520,,
610625,14319,SCI,SCI-BHS,654.16,83760,83760,,
610625,14319,BHS,BHS-SORI,645,84240,84360,,
610625,14319,SORI,SORI-SUMR,639.48,84720,84720,,
610625,14319,SUMR,SUMR-GLG,631.15,85020,85020,,
610625,14319,GLG,GLG-PAI,623.77,85320,85320,,
610625,14319,PAI,PAI-BAQ,614.23,85680,85680,,
610625,14319,BAQ,BAQ-BET,605.53,86100,86100,,
610625,14319,BET,BET-CLHT,595.64,86640,86640,,
610625,14319,CLHT,CLHT-KAH,591.05,86940,86940,,
610625,14319,KAH,KAH-MABA,586.03,87240,87240,,
610625,14319,MABA,MABA-KIKA,577.23,87660,87660,,
610625,14319,KIKA,KIKA-BINA,569.33,88260,89880,,
610625,14319,BINA,BINA-AGD,559.9,90600,90900,,
610625,14319,AGD,AGD-KOA,551.88,91500,91500,,
610625,14319,KOA,KOA-MXS,540.21,91920,91920,,
610625,14319,MXS,MXS-DUA,533.93,92160,92160,,
610625,14319,DUA,DUA-JLN,525.38,92460,92460,,
610625,14319,JLN,JLN-JRO,513.82,92880,92880,,
610625,14319,JRO,JRO-LAR,506.8,93120,93120,,
610625,14319,LAR,LAR-DWA,497.24,93720,93720,,
610625,14319,DWA,DWA-JHA,486.91,94260,94260,,
610625,14319,JHA,JHA-BJA,477,94620,94620,,
610625,14319,BJA,BJA-DLA,468.26,94920,94920,,
610625,14319,DLA,DLA-TBT,463.22,95100,95100,,
610625,14319,TBT,TBT-MZX,457.64,95340,95340,,
610625,14319,MZX,MZX-BZY,452.56,95520,95520,,
610625,14319,BZY,BZY-BPW,444.68,95820,95820,,
610625,14319,BPW,BPW-BAB,437.07,96120,96120,,
610625,14319,BAB,BAB-KHJ,432.68,96300,96300,,
610625,14319,KHJ,KHJ-BJI,424.5,96600,96600,,
610625,14319,BJI,BJI-JHSA,415.81,96900,96900,,
610625,14319,JHSA,JHSA-JHS,410.85,97260,97260,,
610625,14319,JHS,JHS-KRQ,407.33,98100,98700,,
610625,14319,KRQ,KRQ-CIRL,395.96,99600,99600,,
610625,14319,CIRL,CIRL-DAA,389.55,99840,99840,,
610625,14319,DAA,DAA-SOR,382.66,100080,100080,,
610625,14319,SOR,SOR-KTRA,371.4,100440,100440,,
610625,14319,KTRA,KTRA-DBA,361.84,100800,100800,,
610625,14319,DBA,DBA-SMTL,352.27,101100,101100,,
610625,14319,SMTL,SMTL-AEH,347.04,101280,101280,,
610625,14319,AEH,AEH-ARI,342.53,101460,101460,,
610625,14319,ARI,ARI-SLV,332.27,101820,101820,,
610625,14319,SLV,SLV-STLI,324.85,102180,102180,,
610625,14319,STLI,STLI-GWL,317.38,102780,102780,,
610625,14319,GWL,GWL-BLNR,308.82,103380,103680,,
610625,14319,BLNR,BLNR-RRU,305.98,103980,103980,,
610625,14319,RRU,RRU-BAO,295.76,104340,104340,,
610625,14319,BAO,BAO-NUB,289.56,104580,104580,,
610625,14319,NUB,NUB-SANK,283.67,104820,104820,,
610625,14319,SANK,SANK-MRA,280,104940,104940,,
610625,14319,MRA,MRA-SIKD,270.33,105300,105300,,
610625,14319,SIKD,SIKD-HET,262.35,105660,106740,,
610625,14319,HET,HET-DHO,256.4,108120,108120,,
610625,14319,DHO,DHO-MIA,242.84,110100,110100,,
610625,14319,MIA,MIA-JJ,230.39,110520,110520,,
610625,14319,JJ,JJ-BHA,216,111060,111060,,
610625,14319,BHA,BHA-AGC,200.66,111600,111600,,
610625,14319,AGC,,190.38,112800,113100,,
610626,2009,ET,ET-PRKD,789.92,68760,69060,,
610626,2009,PRKD,PRKD-HBD,781.31,69720,69720,,
610626,2009,HBD,HBD-BNI,772.19,70080,70080,,
610626,2009,BNI,BNI-MIG,765.01,70440,70440,,
610626,2009,MIG,MIG-CHQ,758.23,71220,71220,,
610626,2009,CHQ,CHQ-BKA,752.05,71580,71580,,
610626,2009,BKA,BKA-ODG,745.62,72000,72000,,
610626,2009,ODG,ODG-ITKL,734.09,72420,72420,,
610626,2009,ITKL,ITKL-MDDP,726.03,72720,72720,,
610626,2009,MDDP,MDDP-MSO,720.61,72900,72900,,
610626,2009,MSO,MSO-HBJ,710.31,73260,73260,,
610626,2009,HBJ,HBJ-BPL,704.3,73500,73500,,
610626,2009,BPL,BPL-NSZ,698.27,75300,75600,,
610626,2009,NSZ,NSZ-SUW,696.75,75780,75780,,
610626,2009,SUW,SUW-BVB,687.15,76140,76140,,
610626,2009,BVB,BVB-DWG,679.62,76440,76440,,
610626,2009,DWG,DWG-SMT,670.83,76740,76740,,
610626,2009,SMT,SMT-SCI,661.39,77100,77100,,
610626,2009,SCI,SCI-BHS,654.16,77340,77340,,
610626,2009,BHS,BHS-SORI,645,77700,77700,,
610626,2009,SORI,SORI-SUMR,639.48,77940,77940,,
610626,2009,SUMR,SUMR-GLG,631.15,78240,78240,,
610626,2009,GLG,GLG-PAI,623.77,78540,78540,,
610626,2009,PAI,PAI-BAQ,614.23,78900,78900,,
610626,2009,BAQ,BAQ-BET,605.53,79200,79200,,
610626,2009,BET,BET-CLHT,595.64,79620,79620,,
610626,2009,CLHT,CLHT-KAH,591.05,79800,79800,,
610626,2009,KAH,KAH-MABA,586.03,79980,79980,,
610626,2009,MABA,MABA-KIKA,577.23,82080,82080,,
610626,2009,KIKA,KIKA-BINA,569.33,82380,82380,,
610626,2009,BINA,BINA-AGD,559.9,82920,82920,,
610626,2009,AGD,AGD-KOA,551.88,83340,83340,,
610626,2009,KOA,KOA-MXS,540.21,83700,83700,,
610626,2009,MXS,MXS-DUA,533.93,83940,83940,,
610626,2009,DUA,DUA-JLN,525.38,84240,84240,,
610626,2009,JLN,JLN-JRO,513.82,84600,84600,,
610626,2009,JRO,JRO-LAR,506.8,84840,84840,,
610626,2009,LAR,LAR-DWA,497.24,85140,85140,,
610626,2009,DWA,DWA-JHA,486.91,85500,85500,,
610626,2009,JHA,JHA-BJA,477,85800,85800,,
610626,2009,BJA,BJA-DLA,468.26,86040,86040,,
610626,2009,DLA,DLA-TBT,463.22,86220,86220,,
610626,2009,TBT,TBT-MZX,457.64,86400,86400,,
610626,2009,MZX,MZX-BZY,452.56,86580,86580,,
610626,2009,BZY,BZY-BPW,444.68,86880,86880,,
610626,2009,BPW,BPW-BAB,437.07,87120,87120,,
610626,2009,BAB,BAB-KHJ,432.68,88800,88800,,
610626,2009,KHJ,KHJ-BJI,424.5,89040,89040,,
610626,2009,BJI,BJI-JHSA,415.81,89340,89340,,
610626,2009,JHSA,JHSA-JHS,410.85,89520,89520,,
610626,2009,JHS,,407.33,91560,92160,,
610627,2010,JHS,JHS-JHSA,407.33,89400,89700,,
610627,2010,JHSA,JHSA-BJI,410.85,90180,90180,,
610627,2010,BJI,BJI-KHJ,415.81,90360,90360,,
610627,2010,KHJ,KHJ-BAB,424.5,90660,90660,,
610627,2010,BAB,BAB-BPW,432.68,90900,90900,,
610627,2010,BPW,BPW-BZY,437.07,91080,91080,,
610627,2010,BZY,BZY-MZX,444.68,91320,91320,,
610627,2010,MZX,MZX-TBT,452.56,91560,91560,,
610627,2010,TBT,TBT-DLA,457.64,91680,91680,,
610627,2010,DLA,DLA-BJA,463.22,91860,91860,,
610627,2010,BJA,BJA-JHA,468.26,92040,92040,,
610627,2010,JHA,JHA-DWA,477,92340,92340,,
610627,2010,DWA,DWA-LAR,486.91,92640,92640,,
610627,2010,LAR,LAR-JRO,497.24,93000,93000,,
610627,2010,JRO,JRO-JLN,506.8,93300,93300,,
610627,2010,JLN,JLN-DUA,513.82,93540,93540,,
610627,2010,DUA,DUA-MXS,525.38,93900,93900,,
610627,2010,MXS,MXS-KOA,533.93,94200,94200,,
